image_id,width,height,n_objects,n_attributes,n_relations,attrs_per_obj,rels_per_obj
2333116,500,375,18,5,44,0.278,2.444
2318145,500,355,23,13,75,0.565,3.261
2333118,500,375,4,1,1,0.25,0.25
2317060,500,334,18,10,75,0.556,4.167
2404602,500,333,24,22,102,0.917,4.25
2378499,500,332,14,2,83,0.143,5.929
2371825,500,359,30,10,184,0.333,6.133
2330700,281,500,15,3,30,0.2,2.0
2330701,500,333,13,6,23,0.462,1.769
2330708,500,333,10,7,5,0.7,0.5
2384422,500,375,17,12,85,0.706,5.0
2328463,500,374,5,4,8,0.8,1.6
2384429,375,500,5,1,8,0.2,1.6
4860,500,333,11,1,18,0.091,1.636
2338875,500,360,15,10,14,0.667,0.933
4867,370,247,9,4,18,0.444,2.0
2317690,500,375,15,11,35,0.733,2.333
2408596,500,375,26,12,97,0.462,3.731
2386487,500,333,11,10,30,0.909,2.727
2355239,333,500,22,7,95,0.318,4.318
2362193,500,345,21,4,109,0.19,5.19
2401785,500,332,7,14,13,2.0,1.857
2319398,338,500,13,14,42,1.077,3.231
2355234,500,375,28,13,105,0.464,3.75
2355237,333,500,21,8,56,0.381,2.667
2400536,500,334,7,5,7,0.714,1.0
2363623,500,333,28,8,150,0.286,5.357
2328681,500,333,14,3,37,0.214,2.643
2358376,332,500,18,10,61,0.556,3.389
2369416,500,375,19,6,38,0.316,2.0
1159506,1024,765,3,0,3,0.0,1.0
1159507,1024,682,7,1,14,0.143,2.0
1159505,1024,576,3,0,4,0.0,1.333
2367108,500,375,20,6,90,0.3,4.5
2319456,500,343,26,16,114,0.615,4.385
2316628,500,375,20,3,24,0.15,1.2
2351204,333,500,9,3,6,0.333,0.667
2335968,500,333,10,1,21,0.1,2.1
2316620,402,500,34,5,196,0.147,5.765
2319573,500,353,8,1,15,0.125,1.875
2316624,500,375,32,13,143,0.406,4.469
2381061,500,375,12,16,41,1.333,3.417
2381067,466,500,18,20,85,1.111,4.722
2379841,500,281,12,2,3,0.167,0.25
2363785,500,307,18,17,59,0.944,3.278
2405514,500,333,16,13,51,0.812,3.188
2329334,349,500,23,10,30,0.435,1.304
2329331,500,332,16,6,63,0.375,3.938
2363620,500,143,10,2,8,0.2,0.8
2367819,500,357,17,9,54,0.529,3.176
2403214,375,500,2,0,1,0.0,0.5
2403216,500,375,24,1,66,0.042,2.75
2372754,500,500,12,5,12,0.417,1.0
2323225,500,375,14,2,25,0.143,1.786
2323553,500,333,20,9,64,0.45,3.2
2352943,500,417,19,17,67,0.895,3.526
2416063,500,333,31,9,191,0.29,6.161
2345161,500,333,12,3,31,0.25,2.583
2390981,500,375,4,9,5,2.25,1.25
2332462,500,374,16,5,68,0.312,4.25
2379906,332,500,12,15,13,1.25,1.083
2398368,500,333,10,8,30,0.8,3.0
2379900,500,333,14,12,40,0.857,2.857
2389265,375,500,12,8,35,0.667,2.917
2393711,500,333,20,9,25,0.45,1.25
2370887,500,400,12,5,6,0.417,0.5
2325681,500,281,9,9,4,1.0,0.444
2386693,500,332,13,6,43,0.462,3.308
2374372,500,345,13,14,14,1.077,1.077
2356967,500,333,18,13,32,0.722,1.778
2342741,500,334,18,3,68,0.167,3.778
2342742,334,500,19,10,44,0.526,2.316
2346669,320,240,28,4,152,0.143,5.429
2335072,376,500,29,9,120,0.31,4.138
2346849,369,500,11,4,33,0.364,3.0
1340,500,333,2,0,0,0.0,0.0
1341,500,333,10,9,23,0.9,2.3
2391624,500,344,11,16,19,1.455,1.727
2397488,375,500,26,0,87,0.0,3.346
2336219,500,375,14,11,34,0.786,2.429
2416670,500,333,16,8,48,0.5,3.0
2360451,500,375,12,5,13,0.417,1.083
2397481,500,336,20,14,59,0.7,2.95
2360457,333,500,13,15,5,1.154,0.385
2394294,500,333,14,12,37,0.857,2.643
2366671,500,333,16,13,24,0.812,1.5
2368430,500,375,43,14,322,0.326,7.488
2322799,500,374,22,11,98,0.5,4.455
2359140,500,500,39,27,140,0.692,3.59
2351449,500,333,10,5,22,0.5,2.2
2371945,500,374,19,14,65,0.737,3.421
2351336,500,333,22,6,81,0.273,3.682
2326089,500,333,13,7,24,0.538,1.846
2351444,500,333,9,9,19,1.0,2.111
2411488,500,375,15,5,17,0.333,1.133
2352890,333,500,10,7,1,0.7,0.1
2360636,500,375,15,4,22,0.267,1.467
2365501,375,500,22,13,75,0.591,3.409
2324717,500,500,8,2,5,0.25,0.625
2360639,500,333,14,3,34,0.214,2.429
2357474,500,286,25,5,56,0.2,2.24
2350736,500,375,19,5,42,0.263,2.211
2404849,375,500,34,23,122,0.676,3.588
2404848,500,375,28,13,110,0.464,3.929
713072,1024,768,5,0,6,0.0,1.2
2324799,500,375,20,11,21,0.55,1.05
2376905,375,500,15,10,39,0.667,2.6
2371593,333,500,16,1,25,0.062,1.562
2324790,500,375,15,9,62,0.6,4.133
2371223,500,334,20,12,23,0.6,1.15
2359498,500,325,19,12,32,0.632,1.684
2336392,500,375,12,0,41,0.0,3.417
2331876,500,334,13,5,28,0.385,2.154
2359495,500,375,33,15,143,0.455,4.333
2401506,500,375,22,9,134,0.409,6.091
2383506,500,375,20,16,77,0.8,3.85
2369682,500,307,11,0,2,0.0,0.182
2403826,500,333,16,10,10,0.625,0.625
2380853,500,333,9,9,8,1.0,0.889
2380852,500,379,12,9,19,0.75,1.583
2392448,333,500,1,1,0,1.0,0.0
2371623,500,332,13,11,17,0.846,1.308
2375907,500,375,57,20,556,0.351,9.754
2404592,282,500,27,34,80,1.259,2.963
2404591,500,281,10,11,18,1.1,1.8
2379278,333,500,13,9,25,0.692,1.923
2409741,500,286,23,15,88,0.652,3.826
2413497,500,375,14,12,40,0.857,2.857
150533,1024,684,21,7,28,0.333,1.333
2318182,500,335,17,5,28,0.294,1.647
2371049,500,333,26,10,137,0.385,5.269
2325076,375,500,9,7,8,0.778,0.889
2390971,500,332,6,2,4,0.333,0.667
2390970,375,500,24,21,42,0.875,1.75
2318561,500,333,9,11,17,1.222,1.889
2363437,500,332,13,11,13,0.846,1.0
2417088,333,500,6,3,2,0.5,0.333
2386105,455,500,8,6,3,0.75,0.375
2396750,281,500,22,22,60,1.0,2.727
2327420,382,500,12,11,8,0.917,0.667
2338123,500,385,12,6,28,0.5,2.333
2372439,375,500,22,9,85,0.409,3.864
2392663,375,500,22,15,72,0.682,3.273
2392660,500,500,17,12,48,0.706,2.824
2392194,500,375,19,12,39,0.632,2.053
2392665,500,333,18,10,57,0.556,3.167
2412889,375,500,10,5,6,0.5,0.6
3629,640,480,7,1,6,0.143,0.857
2356252,500,425,9,10,4,1.111,0.444
3623,800,600,16,6,22,0.375,1.375
2378087,500,375,23,10,79,0.435,3.435
2396634,500,333,16,16,43,1.0,2.688
2345950,500,344,15,9,45,0.6,3.0
2394256,500,500,0,0,0,0.0,0.0
2401175,500,500,0,0,0,0.0,0.0
2410196,500,332,13,10,47,0.769,3.615
2354877,333,500,17,13,37,0.765,2.176
2401253,500,375,25,16,132,0.64,5.28
2362947,500,333,11,6,17,0.545,1.545
2357784,333,500,21,16,50,0.762,2.381
2406999,500,333,15,6,27,0.4,1.8
2406998,375,500,16,9,28,0.562,1.75
2358367,375,500,7,2,8,0.286,1.143
2373504,500,334,35,3,186,0.086,5.314
2378436,500,375,25,7,118,0.28,4.72
2333112,410,500,18,15,59,0.833,3.278
2391685,500,375,12,12,11,1.0,0.917
2320564,500,334,4,1,4,0.25,1.0
2375761,500,335,18,6,60,0.333,3.333
2325042,333,500,6,5,4,0.833,0.667
2334677,500,281,19,8,28,0.421,1.474
2410441,500,334,18,20,41,1.111,2.278
2405070,500,333,13,10,46,0.769,3.538
2321961,500,204,20,2,51,0.1,2.55
2387508,500,375,19,13,68,0.684,3.579
2339423,500,333,3,0,1,0.0,0.333
2335159,500,332,33,15,130,0.455,3.939
2414571,500,482,25,12,97,0.48,3.88
2413257,500,333,53,39,155,0.736,2.925
2381216,500,329,16,13,83,0.812,5.188
2466,800,600,3,2,3,0.667,1.0
2337132,500,333,11,3,18,0.273,1.636
2337130,500,333,10,10,9,1.0,0.9
2463,800,600,26,5,149,0.192,5.731
2328850,500,333,21,15,48,0.714,2.286
2368952,500,282,42,41,294,0.976,7.0
2469,800,600,22,16,69,0.727,3.136
2328856,500,335,9,8,16,0.889,1.778
2394900,500,375,6,5,11,0.833,1.833
2328862,500,375,7,2,18,0.286,2.571
2394454,500,375,10,11,6,1.1,0.6
2410505,500,375,14,7,38,0.5,2.714
2394458,500,333,14,10,33,0.714,2.357
2365727,333,500,13,9,21,0.692,1.615
2325304,500,333,4,2,4,0.5,1.0
2391367,500,333,15,6,41,0.4,2.733
2391364,500,500,12,11,17,0.917,1.417
2391360,500,375,14,10,36,0.714,2.571
2344029,500,333,22,7,70,0.318,3.182
2397904,375,500,10,12,19,1.2,1.9
2357725,500,333,15,11,72,0.733,4.8
2397908,500,396,19,17,49,0.895,2.579
2344026,500,282,17,9,36,0.529,2.118
2393639,500,375,23,18,79,0.783,3.435
2338486,500,375,9,2,10,0.222,1.111
2345374,500,333,43,6,448,0.14,10.419
2345377,375,500,15,3,11,0.2,0.733
2399513,500,375,7,12,14,1.714,2.0
2359967,500,375,14,8,22,0.571,1.571
522,800,600,12,4,11,0.333,0.917
2411716,500,375,24,11,85,0.458,3.542
2374417,500,375,6,0,6,0.0,1.0
2411713,500,375,13,7,4,0.538,0.308
2374412,500,333,23,9,97,0.391,4.217
2404259,500,375,14,18,27,1.286,1.929
2343793,500,281,17,10,75,0.588,4.412
2343797,500,375,23,3,81,0.13,3.522
2343796,400,500,11,7,10,0.636,0.909
2365243,500,326,22,11,76,0.5,3.455
2319762,500,375,36,19,160,0.528,4.444
2415157,500,345,20,6,89,0.3,4.45
2365711,500,375,19,7,92,0.368,4.842
2319766,332,500,9,1,4,0.111,0.444
2415620,375,500,14,4,31,0.286,2.214
2316019,500,281,3,0,2,0.0,0.667
2365719,500,329,19,11,68,0.579,3.579
523,800,600,11,8,34,0.727,3.091
2415628,500,332,8,2,2,0.25,0.25
2328460,334,500,19,7,18,0.368,0.947
2363164,500,500,17,6,55,0.353,3.235
2366446,500,334,3,8,0,2.667,0.0
2368607,500,375,4,2,3,0.5,0.75
2317721,500,334,27,25,117,0.926,4.333
2388056,500,375,6,2,11,0.333,1.833
2322099,500,334,13,4,29,0.308,2.231
2388052,500,334,7,11,2,1.571,0.286
2333703,333,500,9,2,9,0.222,1.0
2329677,500,421,16,4,43,0.25,2.688
2322092,333,500,18,7,53,0.389,2.944
2322543,331,500,4,5,4,1.25,1.0
2322545,500,375,10,8,13,0.8,1.3
2403572,500,341,23,10,80,0.435,3.478
2322095,333,500,9,5,6,0.556,0.667
2403027,500,331,31,28,103,0.903,3.323
1647,800,600,5,4,4,0.8,0.8
2357184,500,333,32,13,103,0.406,3.219
2344687,375,500,14,6,10,0.429,0.714
2326653,500,333,16,11,40,0.688,2.5
2407225,375,500,14,14,25,1.0,1.786
2411672,500,334,4,8,5,2.0,1.25
2384367,500,375,11,9,25,0.818,2.273
2328142,333,500,6,6,6,1.0,1.0
2389904,500,333,13,4,48,0.308,3.692
2328140,500,336,23,18,77,0.783,3.348
2404030,500,369,21,16,73,0.762,3.476
2383719,294,500,22,7,76,0.318,3.455
2400560,320,500,17,8,58,0.471,3.412
2401770,500,333,22,12,55,0.545,2.5
2401771,500,313,5,4,1,0.8,0.2
1593212,1024,768,21,13,90,0.619,4.286
2322890,500,296,17,4,52,0.235,3.059
2363389,500,333,10,2,16,0.2,1.6
2385013,500,250,20,14,50,0.7,2.5
2357407,500,333,20,4,89,0.2,4.45
713717,1024,683,18,12,36,0.667,2.0
2342134,500,375,30,13,182,0.433,6.067
575,800,600,22,17,80,0.773,3.636
2317835,334,500,18,13,52,0.722,2.889
2386299,500,333,20,10,93,0.5,4.65
2386298,472,500,20,23,98,1.15,4.9
2386297,500,282,7,6,12,0.857,1.714
2386293,500,257,12,12,27,1.0,2.25
2342133,500,375,17,9,52,0.529,3.059
1421,800,600,22,14,49,0.636,2.227
2357910,500,500,21,3,100,0.143,4.762
2377193,500,500,18,10,54,0.556,3.0
2319183,375,500,8,6,6,0.75,0.75
2344970,375,500,23,20,34,0.87,1.478
2331224,500,375,2,0,0,0.0,0.0
285993,1024,768,19,11,30,0.579,1.579
2355002,333,500,13,3,23,0.231,1.769
2358563,333,500,11,3,16,0.273,1.455
2380622,500,375,20,19,56,0.95,2.8
2365868,500,351,17,15,54,0.882,3.176
2390108,500,375,33,15,122,0.455,3.697
2345081,333,500,24,9,94,0.375,3.917
2398287,500,375,20,17,59,0.85,2.95
2345086,500,334,39,17,163,0.436,4.179
2345085,500,375,24,8,69,0.333,2.875
2348072,500,375,16,10,62,0.625,3.875
2390101,500,334,31,25,142,0.806,4.581
1592294,1024,614,15,7,30,0.467,2.0
2340266,500,425,19,12,62,0.632,3.263
2351784,500,374,11,6,18,0.545,1.636
2342530,500,333,17,8,62,0.471,3.647
2342539,500,375,20,9,94,0.45,4.7
2351788,500,333,6,4,6,0.667,1.0
2367712,500,419,26,11,27,0.423,1.038
2367711,500,375,20,5,75,0.25,3.75
2369950,500,375,20,1,38,0.05,1.9
4861,500,383,13,9,17,0.692,1.308
2332078,500,375,23,10,87,0.435,3.783
2413410,500,375,23,1,100,0.043,4.348
2327623,500,333,10,9,24,0.9,2.4
2417531,500,375,3,1,2,0.333,0.667
2360348,375,500,17,7,47,0.412,2.765
2360842,500,375,16,4,21,0.25,1.312
2320024,500,500,8,2,10,0.25,1.25
2351164,500,333,37,9,220,0.243,5.946
2351166,500,319,12,11,16,0.917,1.333
2354664,333,500,17,14,35,0.824,2.059
2354660,500,378,24,5,35,0.208,1.458
2323054,272,500,22,15,40,0.682,1.818
2400829,500,281,18,14,39,0.778,2.167
2400828,334,500,27,20,91,0.741,3.37
2372928,500,333,14,0,26,0.0,1.857
2372929,500,500,16,9,52,0.562,3.25
2323058,400,500,13,2,30,0.154,2.308
2358172,333,500,26,27,131,1.038,5.038
2397341,500,375,23,20,96,0.87,4.174
2315739,500,333,8,5,14,0.625,1.75
2397348,500,236,1,1,0,1.0,0.0
2394336,500,375,6,3,7,0.5,1.167
2409979,399,500,17,10,22,0.588,1.294
2371690,500,333,21,15,40,0.714,1.905
2331673,202,500,17,8,45,0.471,2.647
2331675,500,428,27,19,74,0.704,2.741
2320793,500,375,9,5,12,0.556,1.333
2331678,500,313,4,3,0,0.75,0.0
2375596,500,335,11,4,22,0.364,2.0
2370077,500,332,13,8,17,0.615,1.308
1592613,768,1024,3,0,4,0.0,1.333
2406506,375,500,17,13,42,0.765,2.471
2406500,500,332,36,20,75,0.556,2.083
2382109,500,334,9,18,18,2.0,2.0
2329782,500,331,9,1,8,0.111,0.889
2337963,333,500,5,2,6,0.4,1.2
2340052,334,500,13,4,14,0.308,1.077
2339853,375,500,31,15,127,0.484,4.097
2345961,400,300,22,12,89,0.545,4.045
2359775,500,375,17,5,81,0.294,4.765
2359777,500,333,15,5,41,0.333,2.733
352,800,600,0,0,0,0.0,0.0
2320632,500,331,17,9,24,0.529,1.412
2395881,375,500,14,8,15,0.571,1.071
2359779,375,500,25,14,71,0.56,2.84
2358390,400,500,21,10,45,0.476,2.143
2331490,500,375,20,15,30,0.75,1.5
2374179,500,375,18,3,79,0.167,4.389
2374178,333,500,12,7,7,0.583,0.583
2374177,500,334,17,2,82,0.118,4.824
2321776,500,333,7,2,7,0.286,1.0
2374175,375,500,24,5,44,0.208,1.833
2321774,500,500,8,3,9,0.375,1.125
2368385,500,333,7,6,3,0.857,0.429
2368384,500,334,21,7,161,0.333,7.667
2360152,474,500,22,5,107,0.227,4.864
2359959,333,500,11,5,10,0.455,0.909
2378318,500,357,17,18,52,1.059,3.059
2417419,375,500,16,3,22,0.188,1.375
2364382,500,333,14,7,49,0.5,3.5
2364928,500,374,26,15,92,0.577,3.538
2414149,500,331,20,3,53,0.15,2.65
2317262,500,333,16,5,53,0.312,3.312
2317263,288,432,15,20,33,1.333,2.2
2374319,500,375,28,5,99,0.179,3.536
2321518,500,375,19,2,48,0.105,2.526
2321513,500,334,19,14,52,0.737,2.737
2374317,333,500,12,19,22,1.583,1.833
2384623,500,333,16,13,28,0.812,1.75
2395268,500,374,23,10,75,0.435,3.261
2415814,500,313,9,0,2,0.0,0.222
2340467,500,375,24,13,126,0.542,5.25
2365520,500,333,17,6,26,0.353,1.529
2384999,500,333,0,0,0,0.0,0.0
2347302,500,333,12,3,37,0.25,3.083
2337631,500,333,18,8,76,0.444,4.222
2337633,373,500,15,8,7,0.533,0.467
2250,800,600,13,1,24,0.077,1.846
2336948,500,334,14,0,33,0.0,2.357
2408028,500,333,20,14,147,0.7,7.35
2387719,375,500,18,16,41,0.889,2.278
2388994,375,500,12,10,20,0.833,1.667
2407031,500,375,17,18,67,1.059,3.941
2352884,500,375,11,2,17,0.182,1.545
2371845,500,375,14,2,37,0.143,2.643
2403905,500,375,19,20,81,1.053,4.263
2404624,363,500,16,13,22,0.812,1.375
2330724,500,332,9,3,5,0.333,0.556
2404623,500,500,8,9,10,1.125,1.25
2384198,375,500,15,14,20,0.933,1.333
2780,800,600,5,2,6,0.4,1.2
2369383,500,334,17,13,60,0.765,3.529
2369386,333,500,6,5,8,0.833,1.333
2355252,500,375,3,1,0,0.333,0.0
1159827,1024,768,8,2,15,0.25,1.875
2344761,334,500,13,8,16,0.615,1.231
2344762,500,375,15,2,15,0.133,1.0
2340079,374,500,9,5,10,0.556,1.111
2365382,500,333,9,2,15,0.222,1.667
2340073,500,374,4,1,3,0.25,0.75
2337091,500,366,15,5,17,0.333,1.133
2416438,500,375,5,0,10,0.0,2.0
2367200,333,500,17,4,12,0.235,0.706
2416432,500,333,19,11,70,0.579,3.684
2416437,500,333,12,2,30,0.167,2.5
2366878,500,357,16,6,26,0.375,1.625
2405682,500,500,18,9,44,0.5,2.444
2366873,500,333,8,3,16,0.375,2.0
2366877,500,281,23,9,125,0.391,5.435
2366876,500,333,33,30,170,0.909,5.152
2316356,375,500,9,11,23,1.222,2.556
2371169,333,500,16,13,13,0.812,0.812
2335949,500,375,4,2,6,0.5,1.5
2379863,375,500,18,19,35,1.056,1.944
2406344,500,375,10,4,31,0.4,3.1
2379868,500,333,19,8,60,0.421,3.158
2406340,500,281,1,0,0,0.0,0.0
2389064,500,375,15,14,31,0.933,2.067
2332666,500,333,19,13,27,0.684,1.421
2402502,500,375,10,6,19,0.6,1.9
2402506,500,375,13,12,25,0.923,1.923
2387380,500,310,16,9,13,0.562,0.812
2391197,348,500,27,16,79,0.593,2.926
2391190,500,266,13,1,11,0.077,0.846
2343473,500,333,9,9,5,1.0,0.556
2400016,374,500,19,8,41,0.421,2.158
2322153,500,375,28,23,86,0.821,3.071
2400012,375,500,12,5,25,0.417,2.083
2318574,500,333,12,9,37,0.75,3.083
2333399,500,313,9,5,4,0.556,0.444
2372009,500,375,9,6,9,0.667,1.0
2377528,374,500,15,7,21,0.467,1.4
2403279,500,333,15,1,28,0.067,1.867
2403278,500,331,9,9,18,1.0,2.0
2382923,500,375,19,13,54,0.684,2.842
2371254,500,297,3,6,4,2.0,1.333
2335498,500,375,25,13,97,0.52,3.88
2377037,500,500,20,5,35,0.25,1.75
2382928,500,332,15,21,6,1.4,0.4
2372006,375,500,17,11,35,0.647,2.059
2416048,500,375,18,12,88,0.667,4.889
2398615,446,500,30,11,88,0.367,2.933
2398344,333,500,13,12,8,0.923,0.615
2398342,500,332,20,8,63,0.4,3.15
2398611,500,375,0,0,0,0.0,0.0
2398612,500,333,13,13,13,1.0,1.0
2406712,500,375,12,12,16,1.0,1.333
2329174,375,500,2,0,1,0.0,0.5
2329177,500,281,11,6,31,0.545,2.818
2393739,500,375,19,16,74,0.842,3.895
2394108,500,336,24,18,56,0.75,2.333
2366383,479,500,16,5,19,0.312,1.188
2386569,348,500,16,13,48,0.812,3.0
2341300,500,375,7,6,9,0.857,1.286
2394103,500,375,8,5,23,0.625,2.875
2391999,375,500,14,16,19,1.143,1.357
2346829,430,500,18,14,36,0.778,2.0
2360431,500,500,19,13,66,0.684,3.474
2390642,500,333,0,0,0,0.0,0.0
2390647,333,500,11,15,22,1.364,2.0
2390644,500,375,15,14,28,0.933,1.867
2366127,500,334,21,8,111,0.381,5.286
2363444,500,336,26,8,107,0.308,4.115
2318131,500,331,16,7,70,0.438,4.375
2379778,500,333,11,11,22,1.0,2.0
2366610,375,500,17,9,41,0.529,2.412
2381471,500,333,12,9,17,0.75,1.417
2412358,500,449,42,19,297,0.452,7.071
2359169,500,333,20,8,78,0.4,3.9
2351317,500,500,33,26,191,0.788,5.788
2401699,500,375,8,11,21,1.375,2.625
2351315,500,333,10,1,3,0.1,0.3
2359164,333,500,21,8,34,0.381,1.619
2359167,375,500,5,5,0,1.0,0.0
2359166,500,375,36,15,168,0.417,4.667
2367832,500,332,32,9,147,0.281,4.594
2367836,500,332,18,26,58,1.444,3.222
2332640,500,375,17,4,56,0.235,3.294
2376927,500,375,12,6,12,0.5,1.0
2376925,333,500,19,5,16,0.263,0.842
2404827,500,333,27,22,94,0.815,3.481
2376923,500,332,13,2,25,0.154,1.923
2379780,500,333,25,18,128,0.72,5.12
2379785,332,500,4,3,2,0.75,0.5
2376929,311,500,15,8,14,0.533,0.933
2383526,500,500,10,7,18,0.7,1.8
713056,1024,768,18,6,32,0.333,1.778
2334728,500,333,5,3,0,0.6,0.0
713503,755,1024,20,12,37,0.6,1.85
4398,800,600,33,14,117,0.424,3.545
2412630,500,331,26,4,34,0.154,1.308
2336371,334,500,19,10,30,0.526,1.579
2380870,500,375,14,18,35,1.286,2.5
2380873,500,500,20,12,56,0.6,2.8
2352191,333,500,20,10,19,0.5,0.95
2380876,500,384,4,4,2,1.0,0.5
2392463,500,375,14,21,29,1.5,2.071
2343819,500,375,5,9,6,1.8,1.2
2390913,500,374,11,9,19,0.818,1.727
2416959,500,301,20,7,72,0.35,3.6
2390911,500,333,15,9,78,0.6,5.2
2371066,500,333,12,4,9,0.333,0.75
2324265,500,375,20,7,37,0.35,1.85
2371068,500,333,16,0,27,0.0,1.688
2324269,387,500,16,8,22,0.5,1.375
2416954,500,474,14,2,17,0.143,1.214
1591801,680,1024,2,1,0,0.5,0.0
2378780,500,332,25,17,50,0.68,2.0
4020,800,539,15,10,53,0.667,3.533
4028,480,360,0,0,0,0.0,0.0
2386129,375,500,2,2,0,1.0,0.0
2367525,500,333,22,13,84,0.591,3.818
167,400,291,18,20,62,1.111,3.444
2392643,500,375,10,10,15,1.0,1.5
2367523,500,500,8,6,5,0.75,0.625
2386122,500,375,1,0,0,0.0,0.0
2315954,500,332,25,11,80,0.44,3.2
2357415,461,500,21,11,57,0.524,2.714
2350378,500,300,12,13,18,1.083,1.5
3993,800,596,11,14,18,1.273,1.636
737,800,600,15,12,29,0.8,1.933
2353674,500,333,29,5,221,0.172,7.621
2390377,500,434,14,8,36,0.571,2.571
2396616,375,500,19,26,71,1.368,3.737
2396614,322,500,25,10,61,0.4,2.44
2358340,500,375,7,9,12,1.286,1.714
2405330,500,333,27,14,115,0.519,4.259
2405332,500,334,23,13,88,0.565,3.826
2384704,500,330,11,11,22,1.0,2.0
2405339,500,375,6,12,16,2.0,2.667
2327007,500,375,29,8,121,0.276,4.172
2379526,332,500,14,8,28,0.571,2.0
2362929,500,333,18,10,74,0.556,4.111
2379524,500,337,7,15,10,2.143,1.429
2406978,500,333,15,12,23,0.8,1.533
2350197,500,335,7,3,8,0.429,1.143
2390370,500,375,23,16,80,0.696,3.478
292,500,375,0,0,0,0.0,0.0
2406971,500,281,12,13,24,1.083,2.0
2379528,500,333,15,10,72,0.667,4.8
2416600,500,375,6,3,4,0.5,0.667
2416602,500,359,14,6,13,0.429,0.929
2417604,375,500,19,6,63,0.316,3.316
2416606,500,333,8,3,6,0.375,0.75
2378123,500,281,23,24,77,1.043,3.348
2417609,500,333,25,23,72,0.92,2.88
2399995,500,333,18,14,51,0.778,2.833
2399992,500,375,12,7,25,0.583,2.083
2399993,500,375,23,10,125,0.435,5.435
2320586,500,375,32,22,155,0.688,4.844
2375785,500,331,32,11,272,0.344,8.5
2391205,375,500,18,6,48,0.333,2.667
2391207,500,330,15,16,43,1.067,2.867
2323854,500,445,22,16,46,0.727,2.091
2331803,500,296,5,0,6,0.0,1.2
2317922,500,375,16,7,41,0.438,2.562
2331807,375,500,24,5,99,0.208,4.125
2339443,500,333,13,9,23,0.692,1.769
2397697,500,392,7,10,12,1.429,1.714
2337774,500,334,4,3,2,0.75,0.5
2447,800,533,23,11,98,0.478,4.261
2337156,500,333,23,12,63,0.522,2.739
2315551,500,334,17,10,59,0.588,3.471
2449,800,533,4,2,4,0.5,1.0
2379551,500,375,15,14,24,0.933,1.6
2390599,500,333,26,17,191,0.654,7.346
2394928,375,500,16,14,45,0.875,2.812
2399195,375,500,8,8,13,1.0,1.625
2394925,500,334,15,9,55,0.6,3.667
2394922,332,500,13,17,28,1.308,2.154
2321180,500,374,27,11,103,0.407,3.815
61587,680,1024,13,6,24,0.462,1.846
2321183,500,375,7,3,15,0.429,2.143
2343261,500,332,11,6,25,0.545,2.273
2363144,500,375,22,4,82,0.182,3.727
2389268,500,500,14,21,42,1.5,3.0
2382050,500,375,12,0,10,0.0,0.833
2397963,375,500,16,10,52,0.625,3.25
2397964,500,375,6,5,0,0.833,0.0
2369595,375,500,16,18,25,1.125,1.562
2347279,500,333,25,2,96,0.08,3.84
2352598,333,500,9,14,10,1.556,1.111
2359903,500,333,18,7,51,0.389,2.833
2382900,500,500,0,0,0,0.0,0.0
2411734,385,500,12,7,3,0.583,0.25
2380271,500,342,22,15,77,0.682,3.5
2326517,500,375,8,2,4,0.25,0.5
2360480,500,375,3,1,4,0.333,1.333
2401809,500,375,36,29,280,0.806,7.778
2321232,500,331,7,0,8,0.0,1.143
2326510,500,333,15,7,82,0.467,5.467
2321231,500,181,7,8,8,1.143,1.143
2328785,500,333,14,12,17,0.857,1.214
2368973,500,333,11,9,15,0.818,1.364
2383062,500,333,12,12,18,1.0,1.5
2333858,375,500,15,6,18,0.4,1.2
2365264,500,375,30,8,149,0.267,4.967
2328839,375,500,9,12,8,1.333,0.889
2316031,500,333,13,12,4,0.923,0.308
2319740,500,333,8,3,27,0.375,3.375
2365263,500,334,25,7,99,0.28,3.96
2366469,331,500,9,6,9,0.667,1.0
2322525,500,375,28,16,104,0.571,3.714
2369626,500,358,39,12,140,0.308,3.59
2363141,500,375,7,10,12,1.429,1.714
2363630,500,333,17,8,29,0.471,1.706
2366467,500,375,32,7,116,0.219,3.625
2368624,500,333,14,7,33,0.5,2.357
2328964,500,375,10,5,5,0.5,0.5
2411656,333,500,15,14,36,0.933,2.4
2317749,375,500,24,12,103,0.5,4.292
2411655,500,375,13,15,29,1.154,2.231
2331144,500,333,15,4,38,0.267,2.533
2412382,500,333,37,24,169,0.649,4.568
2316296,333,500,15,14,32,0.933,2.133
1622,800,600,17,4,63,0.235,3.706
2403045,500,375,18,20,41,1.111,2.278
2324852,500,375,9,11,16,1.222,1.778
2377209,500,375,14,2,41,0.143,2.929
2413132,500,333,14,12,29,0.857,2.071
2328161,500,375,16,3,28,0.188,1.75
2340799,500,346,20,13,103,0.65,5.15
1592059,1024,768,19,0,45,0.0,2.368
1592729,1024,768,6,0,5,0.0,0.833
2328169,500,333,15,8,39,0.533,2.6
2384380,500,331,11,3,6,0.273,0.545
2861,800,600,28,16,93,0.571,3.321
2391835,364,500,17,16,30,0.941,1.765
2342333,500,333,26,19,77,0.731,2.962
2395041,500,339,15,9,58,0.6,3.867
2385032,333,500,20,19,42,0.95,2.1
2344404,500,333,22,5,127,0.227,5.773
2344955,500,333,12,11,19,0.917,1.583
2344959,500,334,17,6,30,0.353,1.765
